"","source","dim","field","water","famly","species","type","prey_cellularity","vert","major_grouping_prey_1","major_grouping_prey_2","prey","prey_species","prey_type","data_type","replace_prey","starvation_time","temp","interference","preds_per_arena","arena_2d","arena_3d","pred_mass","pred_mass_source_code","pred_mass_reg_code","prey_mass","prey_mass_source_code","prey_mass_reg_code","a_units","mean_r2_of_fits","a","a_low","a_hi","h","h_low","h_hi","n_boots","notes_1","notes_2","alien","aspect_ratio","log_arena","log_pred","log_prey","log_a","log_h","log_se_a","log_se_h","duration","duration_notes","units","locale","country","country_notes","probable_duration","duration_sec","log_duration"
"355","Wellington et al 2010 J OF FISH BIOLOGY",3,NA,"Fresh","Perciformes","Perca flavescens","Juvenile","Metazoan","Invertebrate",NA,NA,"Zooplankton",NA,"Adult?","Mean","N",20,22.5,NA,"3",NA,30000,1320,"Original species length","Species",0.0275,"Alternate zooplankton mass","Zooplankton","m^3 per pred per day",0.14,0.0212,0.00338,0.133,0.0102,0.00544,0.0159,200,"50-100 NTU Phytoplanktonic turbidity",NA,"Y",1.23413,10.3089526606443,7.18538701558042,-3.59356927430961,-3.85375409730417,-4.58536755869191,-4.72058103749942,-6.04065479129875,1,NA,"nphp","Ohio","USA","aquaculture",NA,60,4.0943445622221
"356","Ljunggren and Sandstr?m 2007 J OF FISH BIOLOGY",3,NA,"Marine","Perciformes","Perca fluviatilis","Young of the year, Wild caught","Metazoan","Invertebrate","Crustacean","Mysid","Mysid","Neomysis integer","Wild caught","Mean","N",12,20,NA,"1 or 3",NA,130000,1990,"Original species length","Species",NA,NA,NA,"m^3 per pred per day",0.17,32.8,18.9,83.6,0.00108,0.000929,0.00128,200,"Clear water, 3NTU, prey mass is wet mass",NA,"Y",1.397205,11.7752897294377,7.59588991771854,NA,3.4904285153901,-6.83079423784601,1.9387416595767,-9.4913779017093,1,NA,"n","Sweden","Sweden",NA,NA,60,4.0943445622221
"357","Ljunggren and Sandstr?m 2007 J OF FISH BIOLOGY",3,NA,"Marine","Perciformes","Perca fluviatilis","Young of the year, Wild caught","Metazoan","Invertebrate","Crustacean","Mysid","Mysid","Neomysis integer","Wild caught","Mean","N",12,20,NA,"1 or 3",NA,130000,1990,"Original species length","Species",NA,NA,NA,"m^3 per pred per day",0.33,11.3,6.73,23.3,0.00133,0.0011,0.00161,200,"Turbid water, 25NTU, turbidity from bentonite clay, prey mass is wet mass",NA,"Y",1.397205,11.7752897294377,7.59588991771854,NA,2.42480272571829,-6.62257633674847,0.826366024346168,-9.07057842960102,1,NA,"n","Sweden","Sweden",NA,NA,60,4.0943445622221
"358","Ljunggren and Sandstr?m 2007 J OF FISH BIOLOGY",3,NA,"Marine","Perciformes","Sander lucioperca","Young of the year, Wild caught","Metazoan","Invertebrate","Crustacean","Mysid","Mysid","Neomysis integer","Wild caught","Mean","N",12,20,NA,"1 or 3",NA,130000,1620,"Original species length","Species",NA,NA,NA,"m^3 per pred per day",0.36,7.64,4.64,15,0.00136,0.00111,0.00169,200,"Clear water, 3NTU, prey mass is wet mass",NA,"Y",1.388525,11.7752897294377,7.39018142822643,NA,2.03339760317843,-6.60027057923418,0.405465108108164,-8.98719682066197,1,NA,"n","Sweden","Sweden",NA,NA,60,4.0943445622221
"359","Ljunggren and Sandstr?m 2007 J OF FISH BIOLOGY",3,NA,"Marine","Perciformes","Sander lucioperca","Young of the year, Wild caught","Metazoan","Invertebrate","Crustacean","Mysid","Mysid","Neomysis integer","Wild caught","Mean","N",12,20,NA,"1 or 3",NA,130000,1620,"Original species length","Species",NA,NA,NA,"m^3 per pred per day",0.38,7.63,4.81,13.2,0.00125,0.00102,0.00159,200,"Turbid water, 25NTU, turbidity from bentonite clay, prey mass is wet mass",NA,"Y",1.388525,11.7752897294377,7.39018142822643,NA,2.03208784529637,-6.68461172766793,0.343589704390077,-9.07057842960102,1,NA,"n","Sweden","Sweden",NA,NA,60,4.0943445622221
"360","Hjelm and Johansson 2003 PRSLB",3,NA,"Fresh","Cypriniformes","Rutilus rutilus","Young of the year, born 1995","Metazoan","Invertebrate",NA,NA,"Zooplankton",NA,"Adult?","Mean","N",NA,NA,NA,"1",NA,20000,634,"Original species length","Species",0.0275,"Alternate zooplankton mass","Zooplankton","m^3 per pred per day",0.96,11.6,10.7,12.3,1.04e-05,1e-05,1.08e-05,200,"Wide gill rakers, 0.20<U+00B1>0.002mm",NA,"Y",1.472685,9.90348755253613,6.45204895443723,-3.59356927430961,2.45100509811232,-11.4737047518169,-0.798507696217771,-15.4249484703984,0.227731961302925,"until n = 4","nps","Sweden","Sweden",NA,"runif(1,0.06,0.33)",13.6639176781755,2.61475861230437
"361","Hjelm and Johansson 2003 PRSLB",3,NA,"Fresh","Cypriniformes","Rutilus rutilus","Young of the year, born 1997","Metazoan","Invertebrate",NA,NA,"Zooplankton",NA,"Adult?","Mean","N",NA,NA,NA,"1",NA,20000,634,"Original species length","Species",0.0275,"Alternate zooplankton mass","Zooplankton","m^3 per pred per day",0.96,15.1,14.1,16,9.92e-06,9.57e-06,1.03e-05,200,"Narrow gill rakers, 0.18<U+00B1>0.003mm",NA,"Y",1.472685,9.90348755253613,6.45204895443723,-3.59356927430961,2.71469474382088,-11.5209576366675,-0.693147180559945,-15.5584798630229,0.267955986990128,"until n = 4","nps","Sweden","Sweden",NA,"runif(1,0.06,0.33)",16.0773592194077,2.77741202261521
"362","Hjelm and Johansson 2003 PRSLB",3,NA,"Fresh","Cypriniformes","Rutilus rutilus","Young of the year, born 1995","Metazoan","Invertebrate",NA,NA,"Zooplankton",NA,"Adult?","Mean","N",NA,NA,NA,"1",NA,20000,634,"Original species length","Species",0.0275,"Alternate zooplankton mass","Zooplankton","m^3 per pred per day",0.92,17,15.7,18.3,1.1e-05,1.06e-05,1.15e-05,200,"Wide gill rakers, 0.20<U+00B1>0.002mm",NA,"Y",1.472685,9.90348755253613,6.45204895443723,-3.59356927430961,2.83321334405622,-11.4176152851659,-0.430782916092454,-15.4249484703984,0.210990335152019,"until n = 4","nps","Sweden","Sweden",NA,"runif(1,0.06,0.33)",12.6594201091211,2.53840161070022
"363","Hjelm and Johansson 2003 PRSLB",3,NA,"Fresh","Cypriniformes","Rutilus rutilus","Young of the year, born 1997","Metazoan","Invertebrate",NA,NA,"Zooplankton",NA,"Adult?","Mean","N",NA,NA,NA,"1",NA,20000,634,"Original species length","Species",0.0275,"Alternate zooplankton mass","Zooplankton","m^3 per pred per day",0.94,12.6,11.7,13.5,1.1e-05,1.05e-05,1.14e-05,200,"Narrow gill rakers, 0.18<U+00B1>0.003mm",NA,"Y",1.472685,9.90348755253613,6.45204895443723,-3.59356927430961,2.53369681395743,-11.4176152851659,-0.798507696217771,-15.2018049190842,0.0882514900434762,"until n = 4","nps","Sweden","Sweden",NA,"runif(1,0.06,0.33)",5.29508940260857,1.66677986325617
"364","Johansson and Leonardsson 1998 CAN J OF ZOOL",3,NA,"Fresh","Cyprinodontiformes","Gambusia affinis",NA,"Metazoan","Invertebrate","Crustacean","Cladoceran","Water flea","Daphnia pulex","Adult?","Mean","N",NA,18,"Y","1",NA,16000,139,"Original species length","Species",0.0657,"Original speices length","Order","m^3 per pred per day",0.05,7.15,1.89,166,0.000113,5.92e-05,0.000149,200,"In presence of the Green Sunfish, Lepomis cyanellus, with refuge space provided",NA,"Y",0.895455,9.68034400122192,4.93447393313069,-2.72265635349157,1.96711235670592,-9.08812273925193,0.966983846189673,-10.5233842713565,1,NA,"n","Kentucky","USA",NA,NA,60,4.0943445622221
"365","Johansson and Leonardsson 1998 CAN J OF ZOOL",3,NA,"Fresh","Cyprinodontiformes","Gambusia affinis",NA,"Metazoan","Invertebrate","Crustacean","Cladoceran","Water flea","Daphnia pulex","Adult?","Mean","N",NA,18,"Y","6",NA,16000,139,"Original species length","Species",0.0657,"Original speices length","Order","m^3 per pred per day",0.09,24.6,11.1,79.8,8.28e-05,6.71e-05,0.000101,200,"In presence of the Green Sunfish, Lepomis cyanellus, with refuge space provided",NA,"Y",0.895455,9.68034400122192,4.93447393313069,-2.72265635349157,3.20274644293832,-9.39908249657306,1.90954250488444,-11.75499702617,1,NA,"n","Kentucky","USA",NA,NA,60,4.0943445622221
"366","Johansson and Leonardsson 1998 CAN J OF ZOOL",3,NA,"Fresh","Cyprinodontiformes","Gambusia affinis",NA,"Metazoan","Invertebrate","Crustacean","Cladoceran","Water flea","Daphnia pulex","Adult?","Mean","N",NA,18,"Y","12",NA,16000,139,"Original species length","Species",0.0657,"Original speices length","Order","m^3 per pred per day",0.34,6.02,3.53,12,8.04e-05,5.99e-05,0.000103,200,"In presence of the Green Sunfish, Lepomis cyanellus, with refuge space provided",NA,"Y",0.895455,9.68034400122192,4.93447393313069,-2.72265635349157,1.79508725932073,-9.42849638177935,0.219135529916671,-11.4882328523799,1,NA,"n","Kentucky","USA",NA,NA,60,4.0943445622221
"367","Johansson and Leonardsson 1998 CAN J OF ZOOL",3,NA,"Fresh","Cyprinodontiformes","Gambusia affinis",NA,"Metazoan","Invertebrate","Crustacean","Cladoceran","Water flea","Daphnia pulex","Adult?","Mean","N",NA,18,"Y","18",NA,16000,139,"Original species length","Species",0.0657,"Original speices length","Order","m^3 per pred per day",0.37,4.21,1.89,7.8,7.07e-05,2.82e-05,0.000101,200,"In presence of the Green Sunfish, Lepomis cyanellus, with refuge space provided",NA,"Y",0.895455,9.68034400122192,4.93447393313069,-2.72265635349157,1.43746264769429,-9.55706498506175,0.148420005118273,-10.7591536625938,1,NA,"n","Kentucky","USA",NA,NA,60,4.0943445622221
"368","Johansson 1987 OECOLOGIA",3,NA,"Fresh","Cypriniformes","Rutilus rutilus",NA,"Metazoan","Invertebrate","Crustacean","Cladoceran","Water flea","Daphnia magna","Adult?","Raw data","N",NA,18.5,NA,"2",NA,70000,10200,"Original species length","Species",0.99,"Average species mass",NA,"m^3 per pred per day",0.59,243,178,394,6.37e-06,5.55e-06,7.66e-06,200,NA,NA,"Y",1.472685,11.1562505210315,9.23014299927236,-0.0100503358535015,5.49306144334055,-11.9639110883802,3.48124008933569,-14.7071086772481,7.41092554409988,"until npp = something","nps","Southern Sweden","Sweden",NA,"runif(1,5,20)",444.655532645993,6.09729989846698
"369","Johansson 1987 OECOLOGIA",3,NA,"Fresh","Cypriniformes","Scardinius erythrophthalmus",NA,"Metazoan","Invertebrate","Crustacean","Cladoceran","Water flea","Daphnia magna","Adult?","Raw data","N",NA,18.5,NA,"2",NA,70000,11100,"Original species length","Species",0.99,"Average species mass",NA,"m^3 per pred per day",0.52,265,186,414,1.02e-05,8.9e-06,1.12e-05,200,NA,NA,"Y",1.76594,11.1562505210315,9.31470038730042,-0.0100503358535015,5.57972982598622,-11.493122837674,3.67630067190708,-14.2462934740567,18.8152672967408,"until npp = something","nps","Southern Sweden","Sweden",NA,"runif(1,5,20)",1128.91603780445,7.0290131927433
"370","Johansson 1987 OECOLOGIA",3,NA,"Fresh","Cypriniformes","Rutilus rutilus",NA,"Metazoan","Invertebrate","Crustacean","Copepod","copepod","Cyclops sp.","Adult?","Raw data","N",NA,18.5,NA,"2",NA,70000,10200,"Original species length","Species",0.117,"Original speices length","Order","m^3 per pred per day",0.74,29.9,21.7,40.9,1.27e-05,1.07e-05,1.45e-05,200,NA,NA,"Y",1.472685,11.1562505210315,9.23014299927236,-2.14558134418438,3.39785848039664,-11.2739085644997,1.41098697371026,-13.8155105579643,17.8824407700449,"until npp = something","nps","Southern Sweden","Sweden",NA,"runif(1,5,20)",1072.9464462027,6.97816383104282
"371","Johansson 1987 OECOLOGIA",3,NA,"Fresh","Cypriniformes","Scardinius erythrophthalmus",NA,"Metazoan","Invertebrate","Crustacean","Copepod","copepod","Cyclops sp.","Adult?","Raw data","N",NA,18.5,NA,"2",NA,70000,11100,"Original species length","Species",0.117,"Original speices length","Order","m^3 per pred per day",0.7,16.8,12.5,23.7,1.86e-05,1.61e-05,2.16e-05,200,NA,NA,"Y",1.76594,11.1562505210315,9.31470038730042,-2.14558134418438,2.82137888640921,-10.8923489772451,0.765467842139572,-13.5923670066501,16.5255394065753,"until npp = something","nps","Southern Sweden","Sweden",NA,"runif(1,5,20)",991.532364394516,6.89925158927736
"372","Johnson 2006 ECOLOGY",3,NA,"Marine","Scorpaeniformes","Sebastes paucispinus","Young of the year, wild caught","Metazoan","Vertebrate","Fish","Sebastidae","Kelp, Gopher, Black-and-Yellow Rockfish","Sebastes atrovirens, S. carnatus, S. chrysomelas","Juvenile, wild caught","Raw data","N",96,NA,"Y","1",NA,9e+06,27800,"Original species length","Genus",154,"Original speices length","Genus","m^3 per pred per day",0.19,0.517,0.146,4.84,0.641,5e-10,1.47,200,NA,NA,"N",NA,16.0127351353005,10.2327912996787,5.03695260241363,-0.659712404473708,-0.444725822061467,-1.68470039693465,-1.13787300340144,1,NA,"npp","California","USA",NA,NA,60,4.0943445622221
"373","Johnson 2006 ECOLOGY",3,NA,"Marine","Scorpaeniformes","Sebastes paucispinus","Young of the year, wild caught","Metazoan","Vertebrate","Fish","Sebastidae","Kelp, Gopher, Black-and-Yellow Rockfish","Sebastes atrovirens, S. carnatus, S. chrysomelas","Juvenile, wild caught","Raw data","N",96,NA,"Y","3",NA,9e+06,27800,"Original species length","Genus",154,"Original speices length","Genus","m^3 per pred per day",0.51,0.132,0.098,0.291,8.01e-08,7.61e-10,1.09,200,NA,NA,"N",NA,16.0127351353005,10.2327912996787,5.03695260241363,-2.02495335639577,-16.3399899828721,-4.07454193492592,-17.0426832064825,1,NA,"npp","California","USA",NA,NA,60,4.0943445622221
"374","Johnson 2006 ECOLOGY",3,NA,"Marine","Scorpaeniformes","Sebastes paucispinus","Young of the year, wild caught","Metazoan","Vertebrate","Fish","Sebastidae","Kelp, Gopher, Black-and-Yellow Rockfish","Sebastes atrovirens, S. carnatus, S. chrysomelas","Juvenile, wild caught","Raw data","N",96,NA,"Y","5",NA,9e+06,27800,"Original species length","Genus",154,"Original speices length","Genus","m^3 per pred per day",0.69,0.175,0.132,0.22,5e-10,5e-10,0.0397,200,NA,NA,"N",NA,16.0127351353005,10.2327912996787,5.03695260241363,-1.74296930505862,-21.4164130175064,-3.83970234384852,-Inf,1,NA,"npp","California","USA",NA,NA,60,4.0943445622221
"375","S?rnes and Aksnes 2004 LIMNOLOGY AND OCEANOGRAPHY",3,NA,"Marine","Perciformes","Gobiusculus flavescens","Adult, males","Metazoan","Invertebrate","Crustacean","Branchiopod","Brine shrimp","Artemia sp.","Nauplii","Mean","N",NA,12,NA,"1",NA,32400,734,"Original species length","Family",NA,NA,NA,"m^3 per pred per day",0.7,2.99,1.59,5.69,2.69e-05,2.12e-05,3.29e-05,200,NA,NA,"N",1.5117,10.3859137017804,6.59850902861452,NA,1.0952733874026,-10.5233842713565,-0.356674943938732,-12.7681915636837,1,NA,"nps","Raunefjorden","Norway",NA,NA,60,4.0943445622221
"376","Bergman 1988 J OF ANIMAL ECOLOGY",3,NA,"Fresh","Perciformes","Perca fluviatilis","Wild caught","Metazoan","Invertebrate","Crustacean","Cladoceran","Water flea","Daphnia magna","Adult?","Mean","N",NA,18,NA,"2",NA,90000,12200,"Original species length","Species",0.99,"Average species mass",NA,"m^3 per pred per day",0.35,201,114,430,1.24e-05,1.11e-05,1.4e-05,200,"10lux",NA,"Y",1.397205,11.4075649493124,9.40919123072135,-0.0100503358535015,5.30330490805908,-11.2978140853533,3.77276093809464,-14.2462934740567,0.257423396876547,"until  5 < n < 10","nps","Southern Sweden","Sweden",NA,"runif(1,0.23,1.5)",15.4454038125928,2.7373114712274
"377","Bergman 1988 J OF ANIMAL ECOLOGY",3,NA,"Fresh","Perciformes","Gymnocephalus cernua","Wild caught","Metazoan","Invertebrate","Crustacean","Cladoceran","Water flea","Daphnia magna","Adult?","Mean","N",NA,18,NA,"2",NA,90000,15000,"Original species length","Species",0.99,"Average species mass",NA,"m^3 per pred per day",0.31,47.4,25.6,86.5,3.81e-05,2.81e-05,4.72e-05,200,"10lux",NA,"Y",1.1475375,11.4075649493124,9.61580548008435,-0.0100503358535015,3.85862222870103,-10.1752962758316,2.3887627892351,-12.2060726455302,1.37303785711061,"until  5 < n < 10","nps","Southern Sweden","Sweden",NA,"runif(1,0.23,1.5)",82.3822714266367,4.41137026117743
"378","Bergman 1988 J OF ANIMAL ECOLOGY",3,NA,"Fresh","Perciformes","Perca fluviatilis","Wild caught","Metazoan","Invertebrate","Crustacean","Cladoceran","Water flea","Daphnia magna","Adult?","Mean","N",NA,18,NA,"2",NA,90000,12200,"Original species length","Species",0.99,"Average species mass",NA,"m^3 per pred per day",0.37,152,107,228,1.51e-05,1.32e-05,1.69e-05,200,"1lux",NA,"Y",1.397205,11.4075649493124,9.40919123072135,-0.0100503358535015,5.02388052084628,-11.1008158141434,3.11351530921037,-13.8668038523518,0.766010607832577,"until  5 < n < 10","nps","Southern Sweden","Sweden",NA,"runif(1,0.23,1.5)",45.9606364699546,3.82778530123007
"379","Bergman 1988 J OF ANIMAL ECOLOGY",3,NA,"Fresh","Perciformes","Gymnocephalus cernua","Wild caught","Metazoan","Invertebrate","Crustacean","Cladoceran","Water flea","Daphnia magna","Adult?","Mean","N",NA,18,NA,"2",NA,90000,15000,"Original species length","Species",0.99,"Average species mass",NA,"m^3 per pred per day",0.38,47.5,32.2,72.6,3.23e-05,2.75e-05,4.05e-05,200,"1lux",NA,"Y",1.1475375,11.4075649493124,9.61580548008435,-0.0100503358535015,3.8607297110406,-10.3404433277357,2.03470564783844,-12.9400418206104,1.26583807064686,"until  5 < n < 10","nps","Southern Sweden","Sweden",NA,"runif(1,0.23,1.5)",75.9502842388116,4.33007897148128
"380","Bergman 1988 J OF ANIMAL ECOLOGY",3,NA,"Fresh","Perciformes","Perca fluviatilis","Wild caught","Metazoan","Invertebrate","Crustacean","Cladoceran","Water flea","Daphnia magna","Adult?","Mean","N",NA,18,NA,"2",NA,90000,12200,"Original species length","Species",0.99,"Average species mass",NA,"m^3 per pred per day",0.32,13.7,6.5,29.8,6.27e-05,3.99e-05,8.5e-05,200,"0.02lux",NA,"Y",1.397205,11.4075649493124,9.40919123072135,-0.0100503358535015,2.61739583283408,-9.6771491103254,1.28093384546206,-11.3818972025638,0.440807838323526,"until  5 < n < 10","nps","Southern Sweden","Sweden",NA,"runif(1,0.23,1.5)",26.4484702994116,3.27519832296124
"381","Bergman 1988 J OF ANIMAL ECOLOGY",3,NA,"Fresh","Perciformes","Gymnocephalus cernua","Wild caught","Metazoan","Invertebrate","Crustacean","Cladoceran","Water flea","Daphnia magna","Adult?","Mean","N",NA,18,NA,"2",NA,90000,15000,"Original species length","Species",0.99,"Average species mass",NA,"m^3 per pred per day",0.69,7,4.9,9.32,4.8e-05,3.58e-05,6.27e-05,200,"0.02lux",NA,"Y",1.1475375,11.4075649493124,9.61580548008435,-0.0100503358535015,1.94591014905531,-9.94430954705638,0.0487901641694318,-12.007221786785,1.12195852132514,"until  5 < n < 10","nps","Southern Sweden","Sweden",NA,"runif(1,0.23,1.5)",67.3175112795085,4.20942040012334
"382","Bergman 1988 J OF ANIMAL ECOLOGY",3,NA,"Fresh","Perciformes","Perca fluviatilis","Wild caught","Metazoan","Invertebrate","Crustacean","Cladoceran","Water flea","Daphnia magna","Adult?","Mean","N",NA,18,NA,"2",NA,90000,12200,"Original species length","Species",0.99,"Average species mass",NA,"m^3 per pred per day",0.34,2.75,1.38,6.16,0.000177,3.49e-05,0.000364,200,"0lux",NA,"Y",1.397205,11.4075649493124,9.40919123072135,-0.0100503358535015,1.01160091167848,-8.63936082539045,-0.378336440719912,-9.55212670342116,0.416161438087001,"until  5 < n < 10","nps","Southern Sweden","Sweden",NA,"runif(1,0.23,1.5)",24.9696862852201,3.21766254054516
"383","Bergman 1988 J OF ANIMAL ECOLOGY",3,NA,"Fresh","Perciformes","Gymnocephalus cernua","Wild caught","Metazoan","Invertebrate","Crustacean","Cladoceran","Water flea","Daphnia magna","Adult?","Mean","N",NA,18,NA,"2",NA,90000,15000,"Original species length","Species",0.99,"Average species mass",NA,"m^3 per pred per day",0.21,11.6,6.34,34,0.000141,0.000111,0.000189,200,"0lux",NA,"Y",1.1475375,11.4075649493124,9.61580548008435,-0.0100503358535015,2.45100509811232,-8.86675066758611,0.966983846189673,-11.1074603568621,1.22523662260268,"until  5 < n < 10","nps","Southern Sweden","Sweden",NA,"runif(1,0.23,1.5)",73.5141973561607,4.29747854887386
"384","Bergman 1988 J OF ANIMAL ECOLOGY",3,NA,"Fresh","Perciformes","Perca fluviatilis","Wild caught","Metazoan","Invertebrate","Insect","Chaoboridae","Phantom midge","Chaoborus obscuripes","Adult?","Mean","N",NA,18,NA,"2",NA,90000,12200,"Original species length","Species",8.69,"Alternate species length","Order","m^3 per pred per day",0.42,79.1,49.9,145,1.18e-05,9.04e-06,1.55e-05,200,"10lux",NA,"Y",1.397205,11.4075649493124,9.40919123072135,2.1621729392773,4.37071287477361,-11.3474110264927,2.68102152871429,-13.4934270587952,0.512327759023756,"until  5 < n < 10","nps","Southern Sweden","Sweden",NA,"runif(1,0.23,1.5)",30.7396655414253,3.42555385781136
"385","Bergman 1988 J OF ANIMAL ECOLOGY",3,NA,"Fresh","Perciformes","Gymnocephalus cernua","Wild caught","Metazoan","Invertebrate","Insect","Chaoboridae","Phantom midge","Chaoborus obscuripes","Adult?","Mean","N",NA,18,NA,"2",NA,90000,15000,"Original species length","Species",8.69,"Alternate species length","Order","m^3 per pred per day",0.54,12.5,7.21,22,2.59e-05,9.98e-06,4.72e-05,200,"10lux",NA,"Y",1.1475375,11.4075649493124,9.61580548008435,2.1621729392773,2.52572864430826,-10.5612675892588,0.972671065310263,-11.741081558108,0.379817458393518,"until  5 < n < 10","nps","Southern Sweden","Sweden",NA,"runif(1,0.23,1.5)",22.7890475036111,3.12628004789585
